ZIP,sdi_score,quintile,lng,lat
15476,53,3,-79.92228,39.86888
15477,25,2,-79.86243,40.07856
15478,51,3,-79.80099,39.78601
15479,34,2,-79.71329,40.15224
15480,40,3,-79.76962,39.98644
15482,35,2,-79.76645,40.06073
15483,18,1,-79.85036,40.08352
15484,79,4,-79.77842,39.89242
15486,29,2,-79.70981,40.02762
15489,21,2,-79.69531,39.96323
15490,34,2,-79.45327,40.06782
15492,32,2,-79.76306,40.11974
15501,52,3,-79.13024,40.03582
15502,17,1,-79.25176,40.03641
15510,10,1,-79.04009,39.96435
15520,27,2,-79.06017,40.10626
15521,26,2,-78.63176,40.19972
15522,42,3,-78.55173,39.94931
15530,31,2,-78.91253,39.94531
15531,41,3,-79.0794,40.18537
15532,56,3,-79.06084,39.76232
15533,53,3,-78.24566,39.98585
15534,36,2,-78.69589,39.89712
15535,27,2,-78.45001,39.826
15536,31,2,-78.2109,39.94956
15537,58,3,-78.36506,39.9981
15538,22,2,-78.83233,39.86644
15539,55,3,-78.59341,40.12835
15540,21,2,-79.23712,39.79549
15541,13,1,-78.98076,40.04905
15542,20,2,-79.07851,39.86742
15544,1,1,-79.09656,40.13254
15545,48,3,-78.776,39.77943
15546,28,2,-79.04758,40.13717
15547,12,1,-79.07019,40.1629
15550,50,3,-78.64493,39.99025
15551,21,2,-79.26761,39.88413
15552,46,3,-78.98232,39.79629
15554,21,2,-78.61575,40.12525
15555,42,3,-79.08132,40.09758
15557,25,2,-79.20945,39.92757
15558,50,3,-79.09755,39.7494
15559,30,2,-78.68241,40.05914
15560,10,1,-78.90664,40.01687
15561,18,1,-79.0907,40.09379
15562,33,2,-79.1219,39.74165
15563,34,2,-78.93618,40.0962
15564,11,1,-78.84542,39.72967
15601,28,2,-79.53643,40.31397
15610,22,2,-79.41613,40.13699
15611,22,2,-79.65266,40.30656
15612,25,2,-79.59938,40.13793
15613,19,1,-79.56577,40.55355
15615,6,1,-79.73397,40.36133
15616,62,4,-79.55093,40.23502
15617,49,3,-79.65805,40.26856
15618,32,2,-79.44628,40.56229
15620,52,3,-79.33882,40.32336
15622,26,2,-79.31724,40.0356
15623,39,2,-79.62263,40.3689
15624,41,3,-79.47124,40.36638
15625,3,1,-79.67925,40.27048
15626,31,2,-79.57592,40.40868
15627,46,3,-79.30667,40.35064
15628,57,3,-79.37008,40.10009
15629,45,3,-79.56304,40.59731
15631,39,2,-79.58527,40.08968
15632,23,2,-79.60668,40.43803
15633,22,2,-79.51699,40.35941
15634,41,3,-79.60596,40.32533
15635,18,1,-79.49877,40.34891
15636,3,1,-79.65619,40.36459
15637,28,2,-79.71203,40.26125
15638,56,3,-79.4017,40.26466
15639,16,1,-79.59379,40.20927
15640,10,1,-79.73243,40.22315
15641,20,2,-79.58909,40.63151
15642,7,1,-79.721190000000007,40.32045
15644,27,2,-79.61278,40.34681
15646,11,1,-79.34448,40.09517
15647,1,1,-79.72009,40.34262
15650,26,2,-79.39213,40.27527
15655,25,2,-79.18141,40.19739
15656,40,3,-79.61981,40.64114
15658,12,1,-79.22217,40.25467
15660,32,2,-79.77293,40.24669
15661,80,5,-79.36007,40.32192
15662,2,1,-79.47972,40.33892
15663,3,1,-79.67958,40.25233
15665,25,2,-79.66338,40.33925
15666,30,2,-79.51398,40.15858
15668,1,1,-79.67168,40.46352
15670,22,2,-79.4321,40.40783
15671,42,3,-79.32146,40.36038
15672,19,1,-79.63069,40.24428
15673,52,3,-79.55634,40.59383
15675,22,2,-79.63867,40.33363
15676,37,2,-79.45913,40.24303
15677,7,1,-79.23113,40.15048
15678,61,4,-79.72579,40.28447
15679,14,1,-79.64982,40.18126
15680,22,2,-79.49638,40.52104
15681,33,2,-79.43873,40.5023
15683,39,2,-79.60492,40.10926
15684,15,1,-79.50629,40.4629
15686,26,2,-79.43635,40.61802
15687,26,2,-79.31977,40.13149
15688,55,3,-79.58602,40.1734
15689,67,4,-79.49164,40.2253
15690,57,3,-79.54243,40.6455
15691,12,1,-79.68411,40.29668
15692,4,1,-79.67861,40.33086
15693,58,3,-79.40592,40.24939
15695,21,2,-79.69284,40.19707
15696,15,1,-79.36587,40.2798
15697,63,4,-79.5803,40.24054
15698,30,2,-79.68894,40.2167
15701,58,3,-79.15056,40.62935
15710,42,3,-78.87193,40.64019
15711,26,2,-78.96235,41.00926
15712,57,3,-78.84692,40.79323
15713,1,1,-79.26184,40.5698
15714,50,3,-78.82978,40.63962
15715,33,2,-78.87655,40.97017
15716,69,4,-79.19031,40.47025
15717,35,2,-79.23896,40.45354
15721,39,2,-78.78739,40.82029
15722,24,2,-78.72532,40.59833
15723,17,1,-79.1582,40.70066
15724,44,3,-78.81746,40.73545
15725,21,2,-79.33954,40.51751
15727,57,3,-79.31496,40.56498
15728,50,3,-78.96644,40.6757
15729,47,3,-78.92049,40.70583
15730,35,2,-79.07921,41.02749
15731,77,4,-79.1767,40.50383
15732,16,1,-79.21336,40.72829
15733,63,4,-78.96072,40.9869
15734,10,1,-79.00836,40.72046
15736,35,2,-79.36946,40.69945
15737,32,2,-78.75356,40.59871
15738,58,3,-78.78174,40.69039
15739,17,1,-79.16454,40.67875
15741,29,2,-78.88924,40.80601
15742,46,3,-78.8688,40.81042
15744,36,2,-79.07119,40.91722
15745,14,1,-78.91347,40.62264
15746,61,4,-78.87455,40.75285
15747,48,3,-79.14562,40.76533
15748,29,2,-79.087,40.52489
15750,62,4,-79.18256,40.48377
15752,85,5,-79.28177,40.5408
15753,31,2,-78.64728,40.78681
15754,4,1,-79.15152,40.55667
15756,39,2,-79.30096,40.57134
15757,38,2,-78.73733,40.8902
15759,39,2,-79.03045,40.7721
15760,15,1,-78.80509,40.64583
15761,66,4,-78.89019,40.63399
15762,8,1,-78.83309,40.6001
15764,8,1,-79.02773,40.99423
15765,23,2,-78.99574,40.59661
15767,52,3,-78.96974,40.95859
15770,13,1,-79.15747,40.99528
15771,20,2,-78.99009,40.83309
15772,54,3,-78.89984,40.87392
15773,36,2,-78.73041,40.63075
15774,10,1,-79.32508,40.65729
15775,7,1,-78.78405,40.63488
15776,28,2,-79.11442,41.01348
15777,25,2,-78.96255,40.69749
15778,46,3,-79.19901,40.96728
15779,27,2,-79.21846,40.40008
15780,13,1,-79.05606,40.91628
15781,1,1,-78.98679,40.96375
15783,73,4,-79.34495,40.60297
15784,1,1,-79.13937,41.02449
15801,38,2,-78.72352,41.12867
15821,13,1,-78.36453,41.35868
15823,16,1,-78.71001,41.25888
15824,40,3,-78.83828,41.24831
15825,41,3,-79.03885,41.17005
15827,68,4,-78.50582,41.29479
15828,35,2,-79.13906,41.35104
15829,30,2,-79.19324,41.17337
15832,24,2,-78.19053,41.35301
15834,46,3,-78.27811,41.51228
15840,28,2,-78.82708,41.16927
15841,41,3,-78.50441,41.25798
15845,33,2,-78.69066,41.50714
15846,12,1,-78.6147,41.33375
15847,44,3,-79.02948,41.08614
15848,54,3,-78.71908,41.03137
15849,47,3,-78.55592,41.17838
15851,52,3,-78.90316,41.10115
15853,31,2,-78.79357,41.39253
15856,3,1,-78.6154,41.08906
15857,26,2,-78.53439,41.45671
15860,25,2,-79.04697,41.3435
15861,24,2,-78.07246,41.3221
15863,39,2,-78.83847,41.0157
15864,20,2,-79.19532,41.09911
15865,75,4,-78.81418,41.0508
15866,20,2,-78.78628,41.02587
15868,19,1,-78.41799,41.29885
15870,14,1,-78.57935,41.58116
15901,94,5,-78.9146,40.32845
15902,80,5,-78.87911,40.32
15904,30,2,-78.84382,40.3056
15905,21,2,-78.98035,40.29423
15906,77,4,-78.93356,40.37806
15909,32,2,-78.87047,40.40783
15920,14,1,-79.05006,40.46705
15921,26,2,-78.69786,40.31642
15922,62,4,-78.87794,40.51853
15923,31,2,-79.16447,40.35518
15924,21,2,-78.77527,40.10684
15925,40,3,-78.6407,40.40851
15926,31,2,-78.81934,40.04783
15927,52,3,-78.78019,40.54148
15928,23,2,-78.91591,40.23943
15929,92,5,-79.0042,40.47683
15930,26,2,-78.71732,40.29468
15931,32,2,-78.76225,40.51612
15934,1,1,-78.79589,40.28107
15935,14,1,-78.96755,40.20112
15936,23,2,-78.89584,40.16221
15937,11,1,-78.98105,40.21463
15938,31,2,-78.6057,40.42215
15940,45,3,-78.63218,40.52128
15942,14,1,-78.81215,40.40584
15943,47,3,-78.83513,40.47437
15944,33,2,-79.0816,40.36295
15945,10,1,-78.86867,40.35909
15946,39,2,-78.63573,40.37248
15948,69,4,-78.76699,40.48986
15949,23,2,-79.13442,40.4055
15951,31,2,-78.77209,40.3307
15952,45,3,-78.77614,40.30348
15953,17,1,-78.89049,40.21113
15954,36,2,-79.00051,40.41837
15955,36,2,-78.69285,40.30878
15956,53,3,-78.78819,40.35022
15957,31,2,-78.89744,40.53953
15958,10,1,-78.73284,40.3891
15960,31,2,-78.85184,40.49848
15961,30,2,-78.9382,40.46187
15962,25,2,-78.71644,40.38942
15963,38,2,-78.77234,40.21676
16001,50,3,-79.94376,40.91049
16002,16,1,-79.85638,40.81568
16020,19,1,-79.89648,41.11651
16022,55,3,-79.7333,41.05461
16023,44,3,-79.74921,40.78495
16024,6,1,-80.03719,40.73961
16025,16,1,-79.75841,40.94464
16027,14,1,-80.01531,40.81822
16028,47,3,-79.63985,40.95684
16029,26,2,-79.84602,40.87996
16030,78,4,-79.79699,41.13619
16033,10,1,-80.04618,40.79355
16034,39,2,-79.7288,40.86051
16035,1,1,-80.01659,41.10779
16036,53,3,-79.66948,41.13519
16037,12,1,-80.12592,40.85103
16038,35,2,-79.95042,41.15967
16040,23,2,-79.84537,41.09399
16041,46,3,-79.71395,41.00693
16045,65,4,-79.91626,40.85277
16046,2,1,-80.02866,40.70192
16048,45,3,-79.80349,41.05217
16049,29,2,-79.67258,41.09622
16050,29,2,-79.77379,41.04362
16051,21,2,-80.14152,40.94459
16052,26,2,-80.06154,40.90579
16053,6,1,-79.9826,40.81194
16054,22,2,-79.65711,41.15651
16055,4,1,-79.74753,40.7157
16056,17,1,-79.83911,40.72301
16057,58,3,-80.0579,41.03427
16059,7,1,-79.92812,40.70425
16061,16,1,-79.88687,41.00866
16063,23,2,-80.12773,40.76352
16066,2,1,-80.10606,40.71114
16101,72,4,-80.28814,40.98776
16102,40,3,-80.41616,40.96173
16105,13,1,-80.33918,41.05285
16110,8,1,-80.38591,41.49757
16111,54,3,-80.28463,41.51936
16112,31,2,-80.50099,40.96812
16113,5,1,-80.42569,41.2828
16114,23,2,-80.18766,41.40432
16115,18,1,-80.46289,40.79433
16116,28,2,-80.45212,41.03744
16117,40,3,-80.2568,40.8743
16120,23,2,-80.47344,40.892
16121,76,4,-80.49696,41.21121
16123,18,1,-80.19844,40.82389
16124,60,4,-80.26486,41.33336
16125,44,3,-80.37135,41.40565
16127,28,2,-80.07002,41.17433
16130,23,2,-80.21668,41.44315
16131,33,2,-80.37617,41.54908
16132,49,3,-80.50449,41.00603
16133,44,3,-80.11562,41.27101
16134,36,2,-80.46571,41.50315
16136,40,3,-80.32369,40.83425
16137,31,2,-80.2397,41.23219
16140,34,2,-80.51078,41.09355
16141,42,3,-80.3968,40.87237
16142,53,3,-80.34084,41.13908
16143,21,2,-80.45434,41.10528
16145,33,2,-80.07422,41.38574
16146,83,5,-80.49932,41.23478
16148,16,1,-80.43199,41.23147
16150,36,2,-80.44509,41.28687
16151,62,4,-80.2056,41.4428
16153,30,2,-80.08122,41.31845
16154,25,2,-80.42111,41.32539
16155,56,3,-80.51073,41.06771
16156,27,2,-80.21943,41.09702
16157,22,2,-80.33509,40.88902
16159,18,1,-80.46858,41.15967
16160,45,3,-80.36235,40.9283
16161,61,4,-80.49282,41.20232
16201,41,3,-79.47204,40.80984
16210,27,2,-79.519,40.89697
16211,5,1,-79.2023,40.79436
16212,46,3,-79.57795,40.75239
16213,69,4,-79.55831,41.12556
16214,78,4,-79.36046,41.2008
16217,14,1,-79.18095,41.34908
16218,32,2,-79.59325,40.92705
16222,55,3,-79.25719,40.87171
16223,42,3,-79.35381,40.98701
16224,51,3,-79.29245,41.06314
16226,54,3,-79.48608,40.71139
16228,13,1,-79.5358,40.76076
16229,20,2,-79.64567,40.71624
16230,41,3,-79.27817,41.02099
16232,35,2,-79.54923,41.22197
16233,33,2,-79.27588,41.36162
16235,13,1,-79.34943,41.31759
16236,34,2,-79.52376,40.78119
16238,49,3,-79.52036,40.78778
16239,34,2,-79.1297,41.49507
16240,26,2,-79.22432,41.03316
16242,47,3,-79.35479,41.0031
16244,15,1,-79.27905,40.80499
16245,23,2,-79.29311,41.00153
16246,42,3,-79.18215,40.79167
16248,55,3,-79.50348,41.03412
16249,36,2,-79.32163,40.76209
16250,80,5,-79.23782,40.77566
16253,19,1,-79.34106,40.954
16254,20,2,-79.45259,41.26557
16255,24,2,-79.46809,41.1267
16256,69,4,-79.13611,40.8661
16258,55,3,-79.27217,41.2307
16259,23,2,-79.45692,40.92699
16260,15,1,-79.23092,41.41102
16262,26,2,-79.65266,40.8377
16263,27,2,-79.34108,40.80118
16301,57,3,-79.64946,41.45596
16311,18,1,-80.03477,41.45706
16312,1,1,-79.30324,41.93218
16313,47,3,-79.13884,41.72294
16314,26,2,-80.06782,41.51895
16316,24,2,-80.29958,41.6012
16317,24,2,-79.85258,41.53232
16319,4,1,-79.62942,41.3216
16321,20,2,-79.40084,41.56835
16322,46,3,-79.38428,41.60567
16323,47,3,-79.83047,41.41286
16326,4,1,-79.43182,41.36733
16327,33,2,-79.95878,41.6323
16328,20,2,-79.72716,41.651
16329,10,1,-79.276840000000007,41.80642
16331,18,1,-79.56435,41.29047
16332,83,5,-79.36873,41.36096
16333,38,2,-78.9323,41.74922
16334,7,1,-79.44968,41.29749
16335,57,3,-80.15378,41.63143
16340,15,1,-79.41749,41.79864
16341,29,2,-79.54703,41.56288
16342,54,3,-79.9294,41.31995
16343,32,2,-79.75233,41.42204
16344,52,3,-79.684,41.47045
16345,6,1,-79.07548,41.95085
16346,33,2,-79.6727,41.37845
16347,36,2,-79.06481,41.64671
16350,53,3,-79.3322,41.96323
16351,32,2,-79.37285,41.67583
16352,11,1,-79.03644,41.76615
16353,37,2,-79.38839,41.49359
16354,69,4,-79.70637,41.61476
16360,21,2,-79.89028,41.68167
16361,9,1,-79.3422,41.38597
16362,27,2,-79.96284,41.45032
16364,40,3,-79.51517,41.36379
16365,34,2,-79.15324,41.83943
16370,8,1,-79.44796,41.56586
16371,40,3,-79.3187,41.86751
16372,35,2,-79.87406,41.20121
16373,33,2,-79.69796,41.20786
16374,31,2,-79.81066,41.26136
16401,38,2,-80.40395,41.88044
16402,27,2,-79.48076,41.96459
16403,36,2,-80.02017,41.7912
16404,62,4,-79.79018,41.72483
16405,46,3,-79.5335,41.938
16406,49,3,-80.36273,41.75047
16407,55,3,-79.66374,41.91743
16410,9,1,-80.30482,41.92012
16411,40,3,-80.45037,41.97781
16412,42,3,-80.16392,41.88212
16415,6,1,-80.22873,42.03122
16416,44,3,-79.47311,41.82606
16417,27,2,-80.31039,41.97107
16420,42,3,-79.54544,41.69481
16421,24,2,-79.9351,42.17036
16422,10,1,-80.31447,41.66555
16423,43,3,-80.34253,42.01881
16424,32,2,-80.44175,41.65887
16426,14,1,-80.13937,41.98121
16427,24,2,-79.97132,41.87466
16428,43,3,-79.82907,42.17109
16433,26,2,-80.14316,41.73553
16434,64,4,-79.66765,41.79442
16435,48,3,-80.38356,41.81937
16436,9,1,-79.49889,41.85563
16438,43,3,-79.84709,41.89084
16440,15,1,-80.13088,41.78673
16441,16,1,-79.98552,41.9554
16442,25,2,-79.82631,42.04094
16443,52,3,-80.47831,41.93745
16444,1,1,-80.12175,41.87071
16501,99,5,-80.08958,42.12096
16502,87,5,-80.10123,42.11073
16503,99,5,-80.06103,42.12718
16504,56,3,-80.0489,42.10942
16505,34,2,-80.14304,42.11789
16506,23,2,-80.15472,42.06449
16507,93,5,-80.08743,42.13575
16508,52,3,-80.09249,42.09719
16509,20,2,-80.04419,42.05861
16510,43,3,-79.95395,42.11184
16511,58,3,-79.99667,42.16529
16546,1,1,-80.05338,42.10389
16563,2,1,-79.98643,42.11929
16601,60,4,-78.37283,40.55338
16602,54,3,-78.37052,40.51491
16611,13,1,-78.10214,40.56719
16613,18,1,-78.53214,40.53723
16616,55,3,-78.45128,40.76832
16617,24,2,-78.32995,40.6036
16619,42,3,-78.41591,40.68367
16620,22,2,-78.35259,40.83947
16621,37,2,-78.12298,40.22888
16622,6,1,-78.0692,40.32853
16623,38,2,-78.04556,40.27618
16624,47,3,-78.60664,40.5651
16625,51,3,-78.50855,40.28482
16627,41,3,-78.50036,40.75272
16630,42,3,-78.58003,40.46231
16631,49,3,-78.34754,40.27141
16633,17,1,-78.23259,40.15969
16634,20,2,-78.17308,40.2105
16635,25,2,-78.48743,40.41621
16636,28,2,-78.50161,40.60214
16637,60,4,-78.47079,40.34214
16638,24,2,-78.2012,40.33809
16639,33,2,-78.44912,40.68566
16640,30,2,-78.5702,40.70657
16641,29,2,-78.57146,40.50774
16645,23,2,-78.49932,40.80204
16646,29,2,-78.71579,40.68291
16647,8,1,-78.09798,40.39514
16648,16,1,-78.33242,40.44231
16650,47,3,-78.29237,40.11592
16651,49,3,-78.37945,40.8505
16652,46,3,-77.95302,40.51692
16655,22,2,-78.55092,40.24898
16656,35,2,-78.56353,40.8066
16657,16,1,-78.17757,40.32486
16659,34,2,-78.39138,40.16063
16661,56,3,-78.45026,40.83058
16662,31,2,-78.29961,40.30635
16664,38,2,-78.42437,40.17822
16665,63,4,-78.43491,40.38898
16666,50,3,-78.31286,40.87056
16667,39,2,-78.52546,40.18213
16668,25,2,-78.61974,40.65072
16669,30,2,-77.90675,40.65737
16670,7,1,-78.50556,40.25828
16671,25,2,-78.40203,40.79414
16672,75,4,-78.24324,40.16935
16673,29,2,-78.39026,40.30671
16674,29,2,-78.07926,40.1865
16677,16,1,-78.2457,40.81507
16678,53,3,-78.23421,40.2252
16679,62,4,-78.195,40.15659
16680,26,2,-78.40254,40.75149
16682,31,2,-78.4565,40.27206
16683,11,1,-78.07313,40.65595
16685,36,2,-78.08063,40.28019
16686,33,2,-78.24102,40.67056
16689,29,2,-78.10028,40.10737
16691,47,3,-78.1473,40.07744
16692,40,3,-78.72053,40.75935
16693,44,3,-78.21593,40.46519
16694,15,1,-78.12852,40.17259
16695,22,2,-78.35943,40.20327
16699,11,1,-78.56054,40.44736
16701,66,4,-78.77385,41.91105
16720,27,2,-78.02599,41.5793
16724,9,1,-78.39022,41.74674
16725,65,4,-78.66328,41.89881
16726,43,3,-78.57787,41.80456
16727,13,1,-78.5338,41.98501
16729,42,3,-78.4788,41.96501
16730,31,2,-78.42309,41.81339
16731,47,3,-78.37126,41.94625
16732,24,2,-78.60843,41.85921
16733,59,3,-78.59514,41.70303
16734,42,3,-78.84418,41.61806
16735,47,3,-78.81,41.63045
16738,26,2,-78.73929,41.80511
16740,57,3,-78.54998,41.69255
16743,46,3,-78.26016,41.7888
16744,30,2,-78.56941,41.87567
16745,37,2,-78.49042,41.92578
16746,36,2,-78.13858,41.79064
16748,41,3,-78.14425,41.9427
16749,33,2,-78.4214,41.75578
16750,56,3,-78.29682,41.88796
16801,63,4,-77.84214,40.78538
16802,59,3,-77.86481,40.79867
16803,53,3,-77.89449,40.80849
16820,47,3,-77.38702,40.91995
16821,1,1,-78.19875,40.95888
16822,29,2,-77.71441,41.15813
16823,29,2,-77.76685,40.92734
16825,75,4,-78.31208,40.98803
16826,11,1,-77.58598,41.06199
16827,21,2,-77.77739,40.76607
16828,10,1,-77.69097,40.80704
16829,19,1,-77.89386,41.08223
16830,51,3,-78.43317,41.08569
16832,59,3,-77.4347,40.84711
16833,41,3,-78.57862,40.94158
16834,10,1,-78.10389,41.0391
16835,38,2,-77.87731,40.90668
16836,27,2,-78.26454,41.14633
16837,10,1,-78.47494,40.94576
16838,27,2,-78.64292,40.98923
16839,48,3,-78.11113,41.00319
16840,49,3,-78.20214,40.92555
16841,28,2,-77.69011,41.03399
16843,44,3,-78.46269,41.00849
16844,13,1,-77.93261,40.91285
16845,28,2,-78.02422,41.15641
16847,22,2,-78.16439,40.99941
16848,22,2,-77.53455,41.01247
16849,6,1,-78.11431,40.95978
16851,8,1,-77.80132,40.81229
16852,38,2,-77.5386,40.93639
16853,70,4,-77.78638,40.94045
16854,23,2,-77.47228,40.89697
16855,37,2,-78.36046,40.99902
16858,44,3,-78.20033,41.00056
16859,21,2,-78.03519,41.04903
16860,3,1,-78.17219,40.94673
16861,24,2,-78.51991,40.86764
16863,31,2,-78.47204,40.91162
16865,8,1,-77.96396,40.72086
16866,57,3,-78.17163,40.86684
16868,2,1,-77.89066,40.72725
16870,1,1,-78.04969,40.80149
16871,20,2,-78.03705,41.1879
16872,52,3,-77.35939,40.96715
16874,21,2,-77.94077,41.01141
16875,37,2,-77.56882,40.84536
16876,42,3,-78.29087,40.96648
16877,3,1,-78.06846,40.73291
16878,27,2,-78.33609,40.94325
16879,62,4,-78.15162,40.97116
16881,31,2,-78.31119,41.02743
16882,66,4,-77.33841,40.90707
16901,30,2,-77.31841,41.73038
16911,34,2,-77.10392,41.67787
16912,54,3,-77.05845,41.66803
16914,26,2,-76.77687,41.8618
16915,26,2,-77.96104,41.77481
16917,25,2,-77.05519,41.723
16920,64,4,-77.28851,41.98218
16921,30,2,-77.54654,41.69614
16922,45,3,-77.70064,41.67191
16923,33,2,-77.8761,41.94103
16925,42,3,-76.78997,41.95319
16926,28,2,-76.70485,41.71506
16927,59,3,-77.65941,41.9655
16928,30,2,-77.43371,41.95203
16929,42,3,-77.15028,41.97352
16930,20,2,-77.14021,41.57693
16932,23,2,-76.94017,41.77574
16933,52,3,-77.06716,41.81904
16935,25,2,-77.32404,41.87032
16936,38,2,-76.95837,41.94318
16937,50,3,-77.71004,41.96421
16938,36,2,-77.34487,41.56935
16939,56,3,-77.0141,41.68097
16940,77,4,-77.23373,41.97752
16941,19,1,-77.75796,41.98841
16942,24,2,-77.35414,41.9654
16943,48,3,-77.61915,41.8406
16946,44,3,-77.13999,41.91422
16947,30,2,-76.79519,41.76969
16948,60,4,-77.75683,41.85369
16950,56,3,-77.53429,41.89816
17002,50,3,-77.86761,40.46463
17003,16,1,-76.55528,40.35735
17004,59,3,-77.73278,40.59966
17005,29,2,-76.81065,40.60304
17006,59,3,-77.54364,40.28495
17007,2,1,-77.11801,40.13428
17009,37,2,-77.56609,40.6359
17010,33,2,-76.58335,40.27809
17011,21,2,-76.92931,40.23508
17013,53,3,-77.19286,40.241
17015,5,1,-77.23234,40.18392
17016,22,2,-76.40705,40.27322
17017,25,2,-76.89854,40.6275
17018,7,1,-76.88117,40.40246
17019,13,1,-77.02462,40.09078
17020,18,1,-77.04367,40.41014
17021,64,4,-77.66093,40.33758
17022,25,2,-76.60823,40.16677
17023,43,3,-76.81169,40.5813
17024,33,2,-77.30854,40.40992
17025,22,2,-76.97731,40.29506
17026,29,2,-76.43626,40.46734
17027,5,1,-76.99316,40.15653
17028,23,2,-76.65073,40.4033
17029,54,3,-77.62196,40.55416
17030,34,2,-76.74417,40.60833
17032,20,2,-76.81788,40.49448
17033,49,3,-76.62754,40.26829
17034,68,4,-76.78489,40.20831
17035,30,2,-77.57443,40.41638
17036,15,1,-76.69611,40.28579
17037,39,2,-77.42872,40.43329
17038,22,2,-76.54895,40.46787
17039,2,1,-76.24077,40.2928
17040,19,1,-77.32571,40.31558
17041,1,1,-76.5395,40.21667
17042,52,3,-76.42271,40.29488
17043,60,4,-76.90033,40.24679
17044,62,4,-77.59013,40.58236
17045,32,2,-77.00389,40.58841
17046,82,5,-76.4306,40.38242
17047,58,3,-77.41426,40.37098
17048,59,3,-76.72669,40.60554
17049,54,3,-77.25948,40.65172
17050,11,1,-77.03005,40.24907
17051,34,2,-77.77306,40.45881
17052,27,2,-77.98195,40.31577
17053,19,1,-77.03256,40.3255
17055,17,1,-76.99789,40.17756
17056,10,1,-77.35585,40.53349
17057,47,3,-76.72659,40.19437
17058,55,3,-77.54792,40.50111
17059,45,3,-77.38165,40.59241
17060,44,3,-77.88158,40.49144
17061,35,2,-76.90046,40.56542
17062,16,1,-77.16813,40.55153
17063,47,3,-77.47343,40.76274
17064,8,1,-76.47553,40.24135
17065,27,2,-77.20527,40.09837
17066,73,4,-77.85892,40.35885
17067,24,2,-76.31583,40.38848
17068,39,2,-77.17795,40.40685
17069,59,3,-76.97921,40.45722
17070,21,2,-76.86377,40.20217
17071,34,2,-77.58928,40.30061
17073,53,3,-76.25924,40.30047
17074,39,2,-77.14456,40.47983
17075,65,4,-77.83429,40.39372
17076,43,3,-77.30758,40.62084
17077,9,1,-76.53651,40.40232
17078,17,1,-76.58484,40.28952
17080,34,2,-76.80299,40.64057
17081,15,1,-77.28322,40.20121
17082,33,2,-77.42579,40.49762
17084,52,3,-77.62692,40.68705
17086,35,2,-77.12502,40.69067
17087,34,2,-76.26356,40.40523
17088,33,2,-76.295,40.30046
17090,30,2,-77.18302,40.32953
17093,42,3,-76.92817,40.30998
17094,45,3,-77.2168,40.58414
17097,55,3,-76.67704,40.57414
17098,49,3,-76.63071,40.58998
17099,61,4,-77.57639,40.64535
17101,94,5,-76.88705,40.2595
17102,84,5,-76.89686,40.27119
17103,92,5,-76.86326,40.27499
17104,98,5,-76.84985,40.23901
17109,53,3,-76.82414,40.28986
17110,63,4,-76.88354,40.31776
17111,34,2,-76.78265,40.27041
17112,10,1,-76.77163,40.37497
17113,74,4,-76.82083,40.23032
17120,NA,NA,-76.88281,40.26511
17201,80,5,-77.65677,39.96229
17202,14,1,-77.67442,39.92133
17210,1,1,-77.661,40.18989
17211,37,2,-78.41457,39.75191
17212,47,3,-78.07073,39.81
17213,39,2,-77.77249,40.25381
17214,53,3,-77.47025,39.74811
17215,44,3,-77.89008,40.09234
17217,79,4,-77.72235,40.23822
17219,75,4,-77.69318,40.22367
17220,39,2,-77.74108,40.17807
17221,47,3,-77.82019,40.05796
17222,23,2,-77.49242,39.89983
17223,64,4,-77.9389,40.06521
17224,22,2,-77.89195,39.9723
17225,21,2,-77.75709,39.78706
17228,44,3,-78.09831,39.99512
17229,25,2,-78.01144,40.07853
17233,50,3,-78.00406,39.95118
17235,53,3,-77.69743,39.85699
17236,28,2,-77.94305,39.79997
17237,27,2,-77.54091,39.83705
17238,25,2,-78.13003,39.8612
17239,15,1,-77.83009,40.13973
17240,35,2,-77.58227,40.15411
17241,34,2,-77.40326,40.17793
17243,63,4,-77.81484,40.28368
17244,27,2,-77.66562,40.08595
17246,3,1,-77.68255,40.0629
17247,47,3,-77.57933,39.79883
17249,16,1,-77.9002,40.24186
17250,23,2,-77.52338,39.73668
17251,14,1,-77.66695,40.12159
17252,48,3,-77.81695,39.91317
17253,23,2,-78.00628,40.21241
17254,40,3,-77.58917,39.96853
17255,44,3,-77.86756,40.15426
17257,76,4,-77.49027,40.0508
17260,48,3,-77.89489,40.2977
17261,12,1,-77.51164,39.85981
17262,71,4,-77.74174,40.14489
17263,15,1,-77.71727,39.72409
17264,24,2,-77.99331,40.17993
17265,59,3,-77.77297,40.03846
17266,17,1,-77.412,40.08745
17267,24,2,-78.23958,39.80389
17268,48,3,-77.57354,39.77421
17271,27,2,-77.80367,40.10183
17301,31,2,-76.9815,39.89119
17302,28,2,-76.41069,39.81659
17304,25,2,-77.23099,39.97696
17306,67,4,-77.24966,39.98383
17307,39,2,-77.314,39.94853
17309,25,2,-76.44894,39.87351
17311,76,4,-76.84191,39.81709
17313,53,3,-76.65719,39.88472
17314,63,4,-76.32852,39.75469
17315,20,2,-76.8685,40.01859
17316,9,1,-77.00226,39.96721
17317,55,3,-76.52267,39.97136
17318,26,2,-76.7265,40.01847
17319,25,2,-76.79468,40.1585
17320,8,1,-77.38749,39.7695
